---,RecoilId,RecoilType,Single_HorizontalRecoils,Single_HorizontalRandomMin,Single_HorizontalRandomMax,Single_HorizontalScale,Single_VerticalRecoils,Single_VerticalRandomMin,Single_VerticalRandomMax,Single_VerticalScale,SingleOrBurstResetTimeTolerant,Continue_HorizontalRecoils,Continue_HorizontalRandomMin,Continue_HorizontalRandomMax,Continue_HorizontalScale,Continue_VerticalRecoils,Continue_VerticalRandomMin,Continue_VerticalRandomMax,Continue_VerticalScale,ContinueLoop_HorizontalRecoils,ContinueLoop_HorizontalRandomMin,ContinueLoop_HorizontalRandomMax,ContinueLoop_HorizontalScale,ContinueLoop_VerticalRecoils,ContinueLoop_VerticalRandomMin,ContinueLoop_VerticalRandomMax,ContinueLoop_VerticalScale,RecoilShakePitch_WholeAmplitude,RecoilShakePitch_Frequency,RecoilShakePitch_ShiftMin,RecoilShakePitch_ShiftMax,RecoilShakePitch_InFireDamping,RecoilShakePitch_Duration,RecoilShakeYaw_WholeAmplitude,RecoilShakeYaw_Frequency,RecoilShakeYaw_ShiftMin,RecoilShakeYaw_ShiftMax,RecoilShakeYaw_InFireDamping,RecoilShakeYaw_Duration,RecoilShakePitchWithCurve_WholeAmplitude,RecoilShakeYawWithCurve_WholeAmplitude,bUseManualCurveEffect,bLimitRecoilEaseTime,RecoilEaseTime,PitchEaseType,YawEaseType,SideAimingRecoilFactor_Horizontal,SideAimingRecoilFactor_Vertical,SideAimingRecoilShakeFactor_Horizontal,SideAimingRecoilShakeFactor_Vertical,bEnableSpringGunKick,SpringYawMin,SpringYawMax,SpringPitchMin,SpringPitchMax,SpringTime,SpringRatio,RecoverStartTime,RecoverSpringTime,RecoverSpringRatio
手枪3-21,17031,WeaponRecoil_DFM,-3,0,1,1,25,0,1,1,0,0,0,1,1,0,0,1,1.5,0,0,1,1,0,0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
手枪3-3,17040,WeaponRecoil_DFM,0,-1,1,1,3,0,0,1,0,0,0,0,1,0,0,0,1.5,0,0,0,1,0,0,0,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
手枪3-31,17041,WeaponRecoil_DFM,0,-1,1,1,3,0,0,1,0,0,0,0,1,0,0,0,1.5,0,0,0,1,0,0,0,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
手枪2-1,17060,WeaponRecoil_DFM,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.5,0,0,0,1,0,0,0,1,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,True,True,0.067,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
手枪2-11,17061,WeaponRecoil_DFM,0,-1,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1.5,0,0,0,1,0,0,0,1,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,True,True,0.067,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
手枪1-1,17100,WeaponRecoil_DFM,1.8,-0.54,0.54,1,2.3,-0.69,0.69,1,0,"2.4,-1.8,-1.8,-2.4,1.8,1.2,1.2,-1.2,-1.2,-1.2,-0.9,-2.1,1.2,0.9,2.22,1.08,1.5,-1.2,1.2,-1.2,1.8,1.2,1.8,1.2,1.8,1.2,1.8,1.2,1.8,1.2,1.8,1.2",-0.2,0.2,1,"3,4.8,3,3,3,4.8,3,3,3,3,4.8,3,3,4.08,3.06,3.18,3,3,3,3,2.4,3,2.4,3,2.4,3,2.4,3,2.4,3,2.4,3",-0.4,0.4,1.5,"1.8,1.2,1.8,1.2,1.8,1.2",-0.2,0.2,1,"2.4,3,2.4,3,2.4,3",-0.4,0.4,1,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,True,True,0.16,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
手枪1-11,17101,WeaponRecoil_DFM,1.8,-0.54,0.54,1,5,-0.69,0.69,1,0,"2.4,-1.8,-1.8,-2.4,1.8,1.2,1.2,-1.2,-1.2,-1.2,-0.9,-2.1,1.2,0.9,2.22,1.08,1.5,-1.2,1.2,-1.2,1.8,1.2,1.8,1.2,1.8,1.2,1.8,1.2,1.8,1.2,1.8,1.2",-0.2,0.2,1,"3,4.8,3,3,3,4.8,3,3,3,3,4.8,3,3,4.08,3.06,3.18,3,3,3,3,2.4,3,2.4,3,2.4,3,2.4,3,2.4,3,2.4,3",-0.4,0.4,1.5,"1.8,1.2,1.8,1.2,1.8,1.2",-0.2,0.2,1,"2.4,3,2.4,3,2.4,3",-0.4,0.4,1,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,True,True,0.16,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
28,11220,WeaponRecoil_DFM,-2,0,1,1,32,0,1,1,0,"-0.7,-1,3.3,3.3,5,-3.6,3.6,-0.6,0.3,-0.5,-1,-2.7,0.5,-2.2,0.2",0,1,1,"5.7,5.8,5.3,5.4,1.4,3.7,2.2,4.6,6.2,6.8,7.1,7.8,6,7.7,6.3",0,1,1.5,"0.7,0.7,-0.3,-3,-1.9,-1.3,-0.7,-0.4,-1.1,-3.3,-1.3,-2.6,0.9,-2.7,-1.3",0,1,1,"4.1,4.1,5,4.8,4.6,5.6,7,6.7,7.2,6.3,5.6,6.2,5.5,7.8,7.3",0,1,1,1,0.5,0.3,0.4,8,0,1,1,0,0.5,8,0,0.8,0.8,True,True,0.06,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
29,11221,WeaponRecoil_DFM,-2,0,1,1,24,0,1,1,0,"-0.6,-0.1,1.9,1.9,3.8,-3.3,2.6,-0.9,-1,-0.9,-0.8,0.7,-1.3,-1.5,-0.9",0,1,1,"4.1,3.8,4.9,2.5,1.8,2.5,2.1,4.6,5.3,5.2,5.1,3.9,5.4,5.4,5.2",0,1,1.5,"0.1,0.3,0.4,-1.8,-1.8,-2.6,-0.4,-1.4,0.2,-2.6,-1.9,-0.9,0.7,-0.7,-0.2",0,1,1,"3.4,3.2,3,3.4,3.4,4.6,4.9,5.4,4.5,4.6,4.4,4,3.9,5.1,4.8",0,1,1,1,0.5,0.3,0.4,8,0,1,1,0,0.5,8,0,0.8,0.8,True,True,0.06,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
46,12070,WeaponRecoil_DFM,-2,0,1,1,8,0,1,1,0,"-0.5,-0.8,1.1,-2,-0.7,0.7,-2.4,-2.2,0.7,-0.4,-1.1,0.6,-0.3,-1,0.7",0,1,1,"2.4,2.6,3,5.3,3.6,3.6,3.7,3.7,3.5,3.1,3.4,3.6,3,3.4,3.5",0,1,1.5,"-1.3,-2,-3.2,-2.6,0.7,0.6,2.1,-0.6,0.5,-0.1,2,-0.7,-2.1,-3.8,-1.8",0,1,1,"3.1,3.2,1.9,3.3,2.9,3.1,2.3,4.1,3.2,3.8,2.8,4.1,3.3,1.5,3.2",0,1,1,1,0.5,0.15,0.3,0,0.6,1,1,0.6,0.75,0,0.25,0.8,0.8,False,True,0.0573,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
47,12071,WeaponRecoil_DFM,-2,0,1,1,6,0,1,1,0,"-0.7,-0.9,0.9,-0.7,0,0,-0.5,-1.1,0.9,-0.3,-1.6,0.1,-0.6,-1,0.2",0,1,1,"2.5,2.6,3.4,4.8,3.2,4.2,3.2,3.4,3.4,3,3.5,4.1,3.2,3.4,4.1",0,1,1.5,"-2,-2.2,-2.3,-2.7,-0.5,0.4,1.9,-0.4,-0.3,-0.3,2.1,-0.6,-2.7,-3.5,-1.4",0,1,1,"3.2,3.2,2.1,3.2,4.1,3.4,2.9,4,3.9,3.9,2.1,4.1,3.2,1.7,3.1",0,1,1,1,0.5,0.15,0.3,0,0.6,1,1,0.6,0.75,0,0.25,0.8,0.8,False,True,0.0573,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
48,12090,WeaponRecoil_DFM,0.96,-0.3,0.3,1,3.36,-1,1,1,0,"1.37,-1.4,1.93,0.81,-2.73,-2.64,-2.54,-0.12,2.35,2.5,2.59,1.4,2.64,1.55,-0.97,1.35,-0.76,1.64,1,-1,-1.66,-1,-1.2,-1.5,-1.3,-1.6,-1,-1.4,-1.5",-0.2,0.2,1.25,"4.82,4.71,4.53,4.57,5.46,3.99,4.16,4.86,4.58,4.06,3.94,4.14,3.89,4.04,4.69,4.31,4.35,4.37,4.1,4.5,4.8,4.5,4.3,4.2,4,4.2,4.7,4.2,4.6",-0.4,0.4,1.5,"-1,-1.66,-1,-1.2,-1.5,-1.3,-1.6,-1,-1.4,-1.5",-0.2,0.2,1,"4.5,4.8,4.5,4.3,4.2,4,4.2,4.7,4.2,4.6",-0.4,0.4,1,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,True,True,0.0857,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
49,12091,WeaponRecoil_DFM,0.96,-0.3,0.3,1,3.36,-1,1,1,0,"1.37,-1.4,1.93,0.81,-2.73,-2.64,-2.54,-0.12,2.35,2.5,2.59,1.4,2.64,1.55,-0.97,1.35,-0.76,1.64,1,-1,-1.66,-1,-1.2,-1.5,-1.3,-1.6,-1,-1.4,-1.5",-0.2,0.2,0.7,"4.82,4.71,4.53,4.57,5.46,3.99,4.16,4.86,4.58,4.06,3.94,4.14,3.89,4.04,4.69,4.31,4.35,4.37,4.1,4.5,4.8,4.5,4.3,4.2,4,4.2,4.7,4.2,4.6",-0.4,0.4,1.5,"1.37,-1.4,1.93,0.81,-2.73,-2.64,-2.54,-0.12,2.35,2.5,2.59,1.4,2.64,1.55,-0.97,1.35,-0.76,1.64,1,-1,-1.66,-1,-1.2,-1.5,-1.3,-1.6,-1,-1.4,-1.5",-0.2,0.2,1.15,"4.82,4.71,4.53,4.57,5.46,3.99,4.16,4.86,4.58,4.06,3.94,4.14,3.89,4.04,4.69,4.31,4.35,4.37,4.1,4.5,4.8,4.5,4.3,4.2,4,4.2,4.7,4.2,4.6",-0.4,0.4,1,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.7,0.8,True,True,0.0857,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
56,13050,WeaponRecoil_DFM,0,-4,4,1,20,-2,2,1,0,,0,1,1,,0,1,1.5,,0,1,1,,0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,1,False,True,0.1,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
57,13051,WeaponRecoil_DFM,0,-4,4,1,20,-2,2,1,0,,0,1,1,,0,1,1.5,,0,1,1,,0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,1,False,True,0.1,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
64,14990,WeaponRecoil_DFM,-1,0,1,1,17,0,1,1,0,"-0.5,0.8,0.5,1.1,0.3,-1,-2.6,-2.5,-3.1,-0.2,0.5,-0.4,-0.5,0.1,-0.3",0,1,1,"6.6,4.9,2.6,2.5,2.2,2.5,3.5,3,2.5,3.1,3.5,4.2,4.3,3.9,4.1",0,1,1.5,"0.3,-0.1,0.8,-0.7,0.6,0.6,0.5,-0.4,-0.6,-0.1,0.9,0.9,0.8,-0.2,-0.1",0,1,1,"2.4,2.7,3.2,4.3,3.3,3.3,3.5,4.2,4.3,4,3,3,3.1,4.1,4",0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.06,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
65,14991,WeaponRecoil_DFM,-1,0,1,1,13,0,1,1,0,"-0.3,1.6,0.5,1.3,0.4,-0.1,-2,-1.3,-3.1,-0.6,-0.6,-0.3,0.4,1,-0.5",0,1,1,"6.5,3.7,2.8,1.9,2.1,2,3.4,2.9,2.5,3.4,4.3,4.2,3.6,2.8,4.3",0,1,1.5,"3,2,3.6,-5.5,-0.6,0.6,-0.1,0.1,0.9,0.1,1,0.3,0.4,0.7,0.6,0.4,0,0.1,-0.1,-5.2,-6.6,4.3,1.8,3.7,-6,-2.7",0,1,1,"2,2,4,3.9,3,3.9,2.8,3.7,3.6,3.2,3.4,3.6,4,3.9,4",0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.06,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
66,14050,WeaponRecoil_DFM,-1,0,1,1,17,0,1,1,0,"-1.7,1.2,0.2,1,5,-2,4.1,-2.4,0.4,2.8,-3,-2.1,1.5,-3.8,-3.5",0,1,1,"11.5,9.3,9.7,8.1,3.6,8,4.7,4.1,4.7,4.9,4.2,4.9,4.8,3.1,5.1",0,1,1.5,"2,-5.2,5.2,-0.3,-4.1,4.8,1.8,-0.5,3.7,0.9,0.7,5.7,3.1,-1,5.7",0,1,1,"7.1,8.1,6.4,7.6,6.4,3.1,4.4,4.6,3.4,5.5,4.1,4.1,6,7.2,5",0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.06,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
67,14051,WeaponRecoil_DFM,-1,0,1,1,13,0,1,1,0,"-0.4,1.5,0,1.9,3.5,0.9,2.6,-1.3,-0.4,2.2,-3.2,-2.1,1.1,-2,-2.2",0,1,1,"7.8,5.9,7.1,4.3,2.3,4,4.6,2.9,4,2.6,2.9,3.7,3.4,2.2,3.7",0,1,1.5,"1.5,-1.3,3.2,0.1,-0.9,3.4,1.5,-1,2.6,1.3,0,4,1.8,-0.8,4",0,1,1,"5.1,5.1,5.9,5.2,4,3.9,2.6,3.6,2.5,3.1,3.5,2.6,5,5.1,3.5",0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.06,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
68,14060,WeaponRecoil_DFM,-1,0,1,1,17,0,1,1,0,"2.7,7.8,-1.2,-7.1,-4.3,4.7,7.5,-6.1,-2.5,3,5.4,-7.8,-4.8,3.1,5.8",0,1,1,"11.9,4.6,9.4,4.5,7.5,6.4,6.5,3.4,5.8,7,1.5,2.3,6,6.9,2.7",0,1,1.5,"-9.9,-5.1,5.5,9.9,-10.1,-4.3,6.9,10.2,-5.8,-5.5,5.4,8.9,-11.3,-3.5,5.7",0,1,1,"6.1,10.1,11,3.8,6,10.1,5.5,5.3,7,10.3,11.2,1.7,5.3,9.7,10.6",0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.06,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
69,14061,WeaponRecoil_DFM,-1,0,1,1,13,0,1,1,0,"2.9,5.5,-1.3,-4.9,-1.6,3.5,5.4,-3.2,-3.1,2.7,4.3,-5.2,-2.3,2.8,4.3",0,1,1,"7.2,2.7,7,3.2,4.9,3.9,3.9,2.8,4.3,3.7,3.9,2,4.2,3,3.8",0,1,1.5,"-3.9,-1,4.5,7.1,-3.8,-3.1,4.9,7,-5.5,-1.5,4.9,6.9,-6.6,-3.1,4.5",0,1,1,"4.9,6.3,6.7,3.1,4.9,7.1,3.5,2.7,4.8,6.5,5,2.3,4.6,7.1,6.6",0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.06,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
70,15010,WeaponRecoil_DFM,2,0,1,1,20,0,1,1,0,,0,1,1,,0,1,1.5,,0,1,1,,0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.1026,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
71,15011,WeaponRecoil_DFM,2,0,1,1,8,0,1,1,0,,0,1,1,,0,1,1.5,,0,1,1,,0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.1026,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
84,16010,WeaponRecoil_DFM,0,-1,1,1,20,0,0,1,0,,0,1,1,,0,1,1.5,,0,1,1,,0,1,1,1,0.5,0.3,0.4,0,1,1,1,0,0.5,8,1,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
85,16011,WeaponRecoil_DFM,0,-1,1,1,20,0,0,1,0,,0,1,1,,0,1,1.5,,0,1,1,,0,1,1,1,0.5,0.3,0.4,0,1,1,1,0,0.5,8,1,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
88,16080,WeaponRecoil_DFM,0,-1,1,1,18,0,1,1,0,"-2,-3,-3,-2,-4,-3,-5,-6,-6,-8,-9,-7,-4,-2,0,0,-2,-2,0,-3,-2,-5,-2,-2,2,-6,-3,-5,1,-3",0,1,1,"6,10,8,7,6,7,4,0,1,3,2,3,2,6,3,2,4,4,6,8,10,12,7,6,8,7,5,10,5,8",0,1,1.5,"-5,-2,-4,0,-2",0,1,1,"6,4,9,4,7",0,1,1,1,0.5,0.3,0.4,0,1,1,1,0,0.5,8,1,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
89,16081,WeaponRecoil_DFM,0,-1,1,1,18,0,1,1,0,"-1.4,-2.1,-2.1,-1.4,-2.8,-2.1,-3.5,-4.2,-4.2,-5.6,-6.3,-4.9,-2.8,-1.4,0,0,-1.4,-1.4,0,-2.1,-1.4,-3.5,-1.4,-1.4,1.4,-4.2,-2.1,-3.5,0.7,-2.1",0,1,1,"4.2,7,5.6,4.9,4.2,4.9,2.8,0,0.7,2.1,1.4,2.1,1.4,4.2,2.1,1.4,2.8,2.8,4.2,5.6,7,8.4,4.9,4.2,5.6,4.9,3.5,7,3.5,5.6",0,1,1.5,"-3.5,-1.4",0,1,1,"4.2,2.8",0,1,1,1,0.5,0.3,0.4,0,1,1,1,0,0.5,8,1,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
92,16100,WeaponRecoil_DFM,-2,0,1,1,12,0,1,1,0,"-2,-3,-3,-2,-4,-3,-5,-6,-6,-8,-9,-7,-4,-2,0,0,-2,-2,0,-3,-2,-5,-2,-2,2,-6,-3,-5,1,-3",0,1,1,"6,10,8,7,6,7,4,0,1,3,2,3,2,6,3,2,4,4,6,8,10,12,7,6,8,7,5,10,5,8",0,1,1.5,"-5,-2,-4,0,-2",0,1,1,"6,4,9,4,7",0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.6,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
93,16101,WeaponRecoil_DFM,-2,0,1,1,10,0,1,1,0,"-1.4,-2.1,-2.1,-1.4,-2.8,-2.1,-3.5,-4.2,-4.2,-5.6,-6.3,-4.9,-2.8,-1.4,0,0,-1.4,-1.4,0,-2.1,-1.4,-3.5,-1.4,-1.4,1.4,-4.2,-2.1,-3.5,0.7,-2.1",0,1,1,"4.2,7,5.6,4.9,4.2,4.9,2.8,0,0.7,2.1,1.4,2.1,1.4,4.2,2.1,1.4,2.8,2.8,4.2,5.6,7,8.4,4.9,4.2,5.6,4.9,3.5,7,3.5,5.6",0,1,1.5,"-3.5,-1.4",0,1,1,"4.2,2.8",0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.6,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
96,16120,WeaponRecoil_DFM,-2,0,1,1,12,0,1,1,0,"-2,-3,-3,-2,-4,-3,-5,-6,-6,-8,-9,-7,-4,-2,0,0,-2,-2,0,-3,-2,-5,-2,-2,2,-6,-3,-5,1,-3",0,1,1,"6,10,8,7,6,7,4,0,1,3,2,3,2,6,3,2,4,4,6,8,10,12,7,6,8,7,5,10,5,8",0,1,1.5,"-5,-2,-4,0,-2",0,1,1,"6,4,9,4,7",0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,1.5,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
97,16121,WeaponRecoil_DFM,-2,0,1,1,25,0,1,1,0,"-1.4,-2.1,-2.1,-1.4,-2.8,-2.1,-3.5,-4.2,-4.2,-5.6,-6.3,-4.9,-2.8,-1.4,0,0,-1.4,-1.4,0,-2.1,-1.4,-3.5,-1.4,-1.4,1.4,-4.2,-2.1,-3.5,0.7,-2.1",0,1,1,"4.2,7,5.6,4.9,4.2,4.9,2.8,0,0.7,2.1,1.4,2.1,1.4,4.2,2.1,1.4,2.8,2.8,4.2,5.6,7,8.4,4.9,4.2,5.6,4.9,3.5,7,3.5,5.6",0,1,1.5,"-3.5,-1.4",0,1,1,"4.2,2.8",0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,1.5,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
98,17010,WeaponRecoil_DFM,4,0,1,1,18,0,1,1,0,,0,1,1,,0,1,1.5,,0,1,1,,0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.08,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
99,17011,WeaponRecoil_DFM,3,0,1,1,12,0,1,1,0,,0,1,1,,0,1,1.5,,0,1,1,,0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.08,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
100,17020,WeaponRecoil_DFM,"1,3",0,1,1,"3,4",0,1,1,0,,0,1,1,,0,1,1.5,,0,1,1,,0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,True,True,0.16,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
101,17021,WeaponRecoil_DFM,"1,3",0,1,1,3,0,1,1,0,,0,1,1,,0,1,1.5,,0,1,1,,0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,True,True,0.16,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
110,17070,WeaponRecoil_DFM,-2,0,1,1,32,0,1,1,0,"-2,-3,-3,-2,-4,-3,-5,-6,-6,-8,-9,-7,-4,-2,0,0,-2,-2,0,-3,-2,-5,-2,-2,2,-6,-3,-5,1,-3",0,1,1,"6,10,8,7,6,7,4,0,1,3,2,3,2,6,3,2,4,4,6,8,10,12,7,6,8,7,5,10,5,8",0,1,1.5,"-5,-2,-4,0,-2",0,1,1,"6,4,9,4,7",0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.13,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
111,17071,WeaponRecoil_DFM,-2,0,1,1,24,0,1,1,0,"-1.4,-2.1,-2.1,-1.4,-2.8,-2.1,-3.5,-4.2,-4.2,-5.6,-6.3,-4.9,-2.8,-1.4,0,0,-1.4,-1.4,0,-2.1,-1.4,-3.5,-1.4,-1.4,1.4,-4.2,-2.1,-3.5,0.7,-2.1",0,1,1,"4.2,7,5.6,4.9,4.2,4.9,2.8,0,0.7,2.1,1.4,2.1,1.4,4.2,2.1,1.4,2.8,2.8,4.2,5.6,7,8.4,4.9,4.2,5.6,4.9,3.5,7,3.5,5.6",0,1,1.5,"-3.5,-1.4",0,1,1,"4.2,2.8",0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.13,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
112,17080,WeaponRecoil_DFM,0,0,0,1,8,-1,2,1,0,"-2,-3,-3,-2,-4,-3,-5,-6,-6,-8,-9,-7,-4,-2,0,0,-2,-2,0,-3,-2,-5,-2,-2,2,-6,-3,-5,1,-3",0,1,1,"6,10,8,7,6,7,4,0,1,3,2,3,2,6,3,2,4,4,6,8,10,12,7,6,8,7,5,10,5,8",0,1,1.5,"-5,-2,-4,0,-2",0,1,1,"6,4,9,4,7",0,1,1,1,0.5,0.15,0.3,0,0.6,1,1,0.6,0.75,0,0.25,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
113,17081,WeaponRecoil_DFM,0,0,0,1,2,-1,2,1,0,"-1.4,-2.1,-2.1,-1.4,-2.8,-2.1,-3.5,-4.2,-4.2,-5.6,-6.3,-4.9,-2.8,-1.4,0,0,-1.4,-1.4,0,-2.1,-1.4,-3.5,-1.4,-1.4,1.4,-4.2,-2.1,-3.5,0.7,-2.1",0,1,1,"4.2,7,5.6,4.9,4.2,4.9,2.8,0,0.7,2.1,1.4,2.1,1.4,4.2,2.1,1.4,2.8,2.8,4.2,5.6,7,8.4,4.9,4.2,5.6,4.9,3.5,7,3.5,5.6",0,1,1.5,"-3.5,-1.4",0,1,1,"4.2,2.8",0,1,1,1,0.5,0.15,0.3,0,0.6,1,1,0.6,0.75,0,0.25,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
